Class_label,Alcohol,Malic_acid,Ash,Alcalinity_of_ash,Magnesium,Total_phenols,Flavanoids,Nonflavanoid_phenols,Proanthocyanins,Color_intensity,Hue,OD280_OD315,Proline
1,13.256536367895453,3.7754542402810967,2.5490959764114103,13.865181274619038,116.8311620548361,4.240623090028338,3.9298680397070553,0.1684504027236789,1.570720830450949,8.4185574201455,0.9609262748133708,3.4717972111394353,1328.8692414410784
1,13.92368323386225,1.5506391004597557,2.2730342387177456,19.11414289952606,96.55496186986166,2.8872337165647988,2.5405551489760927,0.3283183860597113,2.126890231595125,7.89559107290801,0.9885977041603354,2.9864850440005073,822.1372861389132
3,13.060244705009849,3.4352963348688723,2.315028803638384,19.44449259303667,101.13821664411932,1.87445388581054,0.32112839669957627,0.5669839141771643,1.1745082723776656,7.359922401286155,0.7608214423256556,1.7826150977559407,803.0490970774298
1,13.075173143202216,2.5019191715065054,2.1695486944554587,21.626961502294428,119.82100057984431,2.5303440696108948,1.4039162332363926,0.398309789933233,1.8221129052282197,8.352221191299492,0.8367801277687886,2.7624249843914344,1106.515429218555
2,11.657328149260005,0.5506807719854727,2.0280302884168435,20.129355910601515,124.56787821985455,1.9304898985204675,2.263365204696396,0.3585219393534523,2.172312703989561,8.464403500264716,0.9716044349787647,2.6010195177646134,675.9332576998443
1,14.121135287866476,5.8627314906547205,2.5855959123524968,19.880269756853306,117.2442401567273,3.2699182258618267,2.689952294930882,0.3507175376394614,1.374478854114451,4.99005357663278,0.9920491033039256,3.2256744147826995,1773.936325768644
2,12.515397681859183,2.69608027838469,2.5958106349264494,19.905485384556957,91.47716269706945,1.735889403151457,1.4963773415509023,0.33961689972886255,1.7700090983399273,5.205440944991164,0.9416503154251621,3.7308324843069274,469.4335946363167
3,14.099194465784837,2.0118934372351793,2.4960432210900896,24.732496560811786,80.03011058936936,1.82064680340435,0.5732026726667013,0.43266295942085187,1.335163534073801,5.214150888158539,0.6224291920838387,1.6950270636947307,413.3360256772047
2,12.48950197751334,3.458468426412532,2.3872723693239912,22.037908904025773,112.61072150585032,2.0129255260468417,1.4873769428425254,0.265967172538107,0.6264852712057593,7.513538402479451,0.9086470797706149,2.7538854345561097,468.54031191743945
3,13.378214365553387,2.5805776554458566,2.43230070504122,18.0275057849897,100.4867872106175,1.6653788041164372,0.700509751372808,0.4284316239704962,0.53253434362085,4.953406391178323,0.6992844901141114,1.750336812478856,424.71404808314196
1,14.350808098251143,2.8235096360006384,2.7472053375739525,17.082719642498226,114.13472246190145,2.6352239406483187,3.2782330442893666,0.2795885556505852,1.9659572561950482,6.886958017996163,0.9454491043473139,4.592823347466113,814.2609767465862
3,11.81249532416277,4.904782660885349,2.178853539827476,19.433690608077885,92.85303157256855,2.2847527609951594,0.0,0.7223973680293994,1.5901804512637785,8.226532995907638,0.6845105999383713,1.805643792937369,720.5343838204536
1,12.843848012175782,1.3581638921978407,2.470427707689611,14.87036245313728,101.9445301294531,3.5041532540815306,2.449259480038703,0.3568553689652113,1.1317993388328196,6.737953525646844,1.2618196068921061,1.489281739913443,874.6972711690322
2,11.916491528542771,0.3352969327332045,2.388944030905218,18.460779195529213,75.47617720063762,0.6589784048279093,2.0799141193130355,0.519502643700277,2.4040170151284563,2.436665561695731,0.9637566733602042,3.1472013259627634,355.25348604743823
1,14.025134860999339,1.126142563798867,2.4938195233080163,17.17610388329946,93.27584949579598,3.076139657829867,3.4959217642587754,0.37664409945402216,2.616585395383734,2.3889138410578328,0.9287044944118829,3.5202239817018888,1253.4841398136284
2,11.26847108059444,2.3296879517526414,2.05110650080037,18.474420282955812,104.56018815058434,2.878672858574163,2.115528251017325,0.3877949711339067,2.4240853228712664,3.846321422566908,1.3161851425598434,3.20234049800998,235.5602468125366
2,12.626790081211709,3.126631486645651,2.0631629577473793,19.792382663312452,95.09323650471549,1.7861549109355903,2.573244716706017,0.34911466662529966,1.7955708975144438,1.5672658008397578,0.9818795869644249,3.2917573739618295,453.4651951215926
2,11.270148448937693,3.0908267873785196,2.104366651619552,21.39732296498059,94.0729952137607,2.4676020467004856,2.1560799804739865,0.24453069982302872,2.0781707415290986,2.3626117020141484,0.8587759911474274,2.6359743582494297,747.6192871295868
1,12.875178252161547,3.1528228145150203,2.6254252671910905,19.015490187078047,95.94570139169613,3.765844245217825,1.6902970222311016,0.3369485675040216,3.3895098255507854,3.271577178702031,0.980718317855612,3.237762928259596,959.4955359604185
2,13.627031803962055,1.5303638143853977,2.305158570468047,23.35485337845612,71.36186346262899,1.259163241530381,0.9862708903638309,0.4736325693084464,1.3195895085127012,8.527562557049869,0.9679327641476873,2.985194242822311,754.1112625531565
1,15.326518626100741,2.643919022318011,2.0144686309353266,17.498000330071264,98.77578070769732,3.4026060009655077,2.250880920641915,0.28082108468264805,2.2433913497067106,7.503921842707877,0.8919585030121914,2.942539159628155,967.7408050744837
2,11.849266025460842,2.5629318177555107,2.298847676046877,15.177414655909244,120.47668613402581,3.1797739434715817,1.6526642559463982,0.3251068596057614,1.7300740414552036,4.03560271577379,1.1024398699940114,4.025816587096819,484.21928528343426
2,12.418606780727938,0.5946556412898987,2.3502573767917294,22.27935638924797,104.12012981773802,2.7936215917994955,2.7087631728207002,0.4013262071305593,1.555618801385263,0.004858914297697137,1.0772580041045845,2.9983819816829733,554.6378774396736
3,13.174552310835972,2.544556232785056,2.4575744569742146,26.48847907508795,97.24060289767608,1.9966934945452,0.23389262811539968,0.3539207260863792,1.3800662600369358,13.572651960992491,0.7255613348785659,1.542254466569812,620.8646584358606
3,13.022269628354241,2.5347774324814316,2.6242608064546022,25.384260622954137,92.80140854739244,0.8587224214013288,1.2232308866298767,0.37838331568159966,1.4946252156985966,0.0,0.7792597338299309,1.1470843511164563,760.5759467417062
3,13.671374539334783,4.073849525839309,2.289191857811795,19.66376291178589,100.41412224063994,2.3615688666578825,0.2571839574688226,0.30792272608228044,1.269313902845146,7.495763855869517,0.7073341664370407,1.7873394070797402,578.3683693647522
2,12.73403620870552,1.703515901150168,1.961762621350191,18.996829367922683,112.87967714230132,3.227676605204689,3.2265677756386983,0.3160035520392353,1.0413874576883846,3.644590218760632,0.8354716697880864,3.0642055970853255,488.826393951109
2,12.664111985926356,2.219168643907818,2.9520370405741594,18.109948452600605,86.05669042516989,1.8735041157306271,1.6945017030130143,0.3026351585424134,2.1726181002427003,6.229418580939507,0.9672179076875577,2.40555732333059,586.0122423526655
2,12.871964300033676,2.2111914239693755,2.270218320146044,20.030938952815593,82.36434640836784,2.058435458491942,0.8641415256373688,0.3511494335884725,1.1055903574960504,1.1307495792241427,1.0497883566268826,3.6734413032164213,656.1757071423631
1,14.556443392692227,2.1242276486620395,2.4930663875216132,16.117333347343223,105.68911152086821,3.043149167468759,1.4066450787559044,0.18214516623154292,2.405419583935446,5.919573198931707,1.034242332910625,3.182535074484467,1205.4511128495228
1,13.875673084246381,4.199802933217672,2.2821743772218666,14.922298176126253,99.48894206257484,1.4382288219555273,2.4963053800536996,0.22926938707570416,2.002267774803821,6.309203624771923,1.3226639174902242,3.816288209966514,938.2748435135655
2,13.291655746317664,1.9071319377011178,1.950202352634476,18.554051763097753,108.7706676389154,2.505236126828745,1.9255795676061231,0.3269858029366781,1.3980385069685273,1.4967314273130248,1.2076913258416386,2.696277332549536,703.0938877696029
